reactant-1,reactant-2,reactant-3,catalyst-1,catalyst-2,solvent-1,solvent-2,solvent-3,solvent-4,solvent-5,ee_s_minus_r_percent
C#CCCCCC=O,O=C(CBr)c1ccc(OC(F)(F)F)cc1,Cc1cccc(C)n1,O=C(O)[C@H]1CCCCN1,COc1ccc(-c2cc(-c3ccc(OC)cc3)[o+]c(-c3ccc(OC)cc3)c2)cc1.F[B-](F)(F)F,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,12.600000381469727
C#CCCCCC=O,O=C(CBr)c1ccc(F)cc1,Cc1cccc(C)n1,C1COCCN1,CCCC(=O)OCC(OC(=O)CCC)C(OC(=O)CCC)C(Cn1c2nc(=O)[nH]c(=O)c-2nc2cc(C)c(C)cc21)OC(=O)CCC,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,0.6600000262260437
C#CCCCCC=O,O=C(CBr)c1ccc(OC(F)(F)F)cc1,Cc1cccc(C)n1,C[Si](C)(C)OC(c1ccccc1)(c1ccccc1)[C@@H]1CCCN1,Cc1ccc(-c2cc(-c3ccc(C)cc3)[o+]c(-c3ccc(C)cc3)c2)cc1.F[B-](F)(F)F,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,-46.97999954223633
C#CCCCCC=O,COc1ccc(C(=O)CBr)cc1,Cc1cccc(C)n1,C[C@@H]1[NH2+][C@@H](C(C)(C)C)N(C)C1=O.O=S(=O)([O-])C(F)(F)F,[Ir+3].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,-29.8799991607666
C#CCCCCC=O,Cc1ccc(C(=O)CBr)cc1,Cc1cccc(C)n1,O=C(O)[C@@H]1Cc2ccccc2N1,O.O.O.O.O.O.[Cl][Ru][Cl].c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,36.369998931884766
C#CCCCCC=O,O=C(CBr)c1ccccc1,Cc1cccc(C)n1,O=C(O)[C@@H]1Cc2ccccc2N1,[Ir+3].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,41.81999969482422
C#CCCCCC=O,COc1ccc(C(=O)CBr)cc1,Cc1cccc(C)n1,O=C(O)[C@@H]1C[C@@H]2CCCC[C@@H]2N1,O=C(O)c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c(O)c(Br)cc12.[Na].[Na],CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,3.4800000190734863
C#CCCCCC=O,O=C(CBr)c1ccc(F)cc1,Cc1cccc(C)n1,C[Si](C)(C)OC(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)[C@H]1CCCN1,F[P-](F)(F)(F)(F)F.[Ir+3].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1.c1ccc(-c2ccccn2)nc1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,59.599998474121094
C#CCCCCC=O,O=C(CBr)c1ccccc1,Cc1cccc(C)n1,O=C(O)[C@H]1CCCN1,Cc1ccc(-c2cc(-c3ccc(C)cc3)[o+]c(-c3ccc(C)cc3)c2)cc1.F[B-](F)(F)F,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,2.940000057220459
C#CCCCCC=O,COc1ccc(C(=O)CBr)cc1,Cc1cccc(C)n1,C[Si](C)(C)OC(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)[C@H]1CCCN1,Cc1ccc(-c2cc(-c3ccc(C)cc3)[o+]c(-c3ccc(C)cc3)c2)cc1.F[B-](F)(F)F,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,67.62000274658203
C#CCCCCC=O,COc1ccc(C(=O)CBr)cc1,Cc1cccc(C)n1,C[Si](C)(C)OC(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)[C@H]1CCCN1,CCCC(=O)OCC(OC(=O)CCC)C(OC(=O)CCC)C(Cn1c2nc(=O)[nH]c(=O)c-2nc2cc(C)c(C)cc21)OC(=O)CCC,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,55.16999816894531
C#CCCCCC=O,O=C(CBr)c1ccc(Br)cc1,Cc1cccc(C)n1,O=C(O)[C@@H]1Cc2ccccc2N1,O=C(O)c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c(O)c(Br)cc12.[Na].[Na],CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,57.630001068115234
C#CCCCCC=O,O=C(CBr)c1ccccc1,Cc1cccc(C)n1,O=C(O)C1CSCN1,,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,-2.190000057220459
C#CCCCCC=O,O=C(CBr)c1ccc(Cl)cc1,Cc1cccc(C)n1,O=C(O)[C@H]1CCCN1,CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3ccc(=[N+](CC)CC)cc-3oc2c1.[Cl-],CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,19.790000915527344
C#CCCCCC=O,O=C(CBr)c1ccc(C(F)(F)F)cc1,Cc1cccc(C)n1,O=C(O)[C@@H]1C[C@@H]2CCCC[C@@H]2N1,[Ir+3].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,13.130000114440918
C#CCCCCC=O,O=C(CBr)c1ccc(O)cc1,Cc1cccc(C)n1,NC(=O)C1CCCN1,CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3ccc(=[N+](CC)CC)cc-3oc2c1.[Cl-],CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,7.409999847412109
C#CCCCCC=O,O=C(CBr)c1ccc(OC(F)(F)F)cc1,Cc1cccc(C)n1,CN1C(=O)[C@H](Cc2ccccc2)N[C@@H]1C(C)(C)C,F[P-](F)(F)(F)(F)F.[Ir+3].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1.c1ccc(-c2ccccn2)nc1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,7.179999828338623
C#CCCCCC=O,O=C(CBr)c1ccc(O)cc1,Cc1cccc(C)n1,C[C@@H]1[NH2+][C@@H](C(C)(C)C)N(C)C1=O.O=S(=O)([O-])C(F)(F)F,Cc1ccc(-c2cc(-c3ccc(C)cc3)[o+]c(-c3ccc(C)cc3)c2)cc1.F[B-](F)(F)F,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,-36.58000183105469
C#CCCCCC=O,O=C(CBr)c1ccc(Br)cc1,Cc1cccc(C)n1,O=C(O)[C@H]1CCCCN1,CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3ccc(=[N+](CC)CC)cc-3oc2c1.[Cl-],CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,19.56999969482422
C#CCCCCC=O,O=C(CBr)c1ccccc1,Cc1cccc(C)n1,C[C@@H]1[NH2+][C@@H](C(C)(C)C)N(C)C1=O.O=S(=O)([O-])C(F)(F)F,CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3ccc(=[N+](CC)CC)cc-3oc2c1.[Cl-],CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,-76.70999908447266
C#CCCCCC=O,O=C(CBr)c1ccc(C(F)(F)F)cc1,Cc1cccc(C)n1,O=C(O)[C@H]1CCCCN1,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.[Ru+2].c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,5.550000190734863
C#CCCCCC=O,O=C(CBr)c1ccc(C(F)(F)F)cc1,Cc1cccc(C)n1,C[C@@H]1[NH2+][C@@H](C(C)(C)C)N(C)C1=O.O=S(=O)([O-])C(F)(F)F,COc1ccc(-c2cc(-c3ccc(OC)cc3)[o+]c(-c3ccc(OC)cc3)c2)cc1.F[B-](F)(F)F,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,-66.88999938964844
C#CCCCCC=O,O=C(CBr)c1ccc(-c2ccccc2)cc1,Cc1cccc(C)n1,C1COCCN1,F[P-](F)(F)(F)(F)F.[Ir+3].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1.c1ccc(-c2ccccn2)nc1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,-0.6299999952316284
C#CCCCCC=O,O=C(CBr)c1ccc(C(F)(F)F)cc1,Cc1cccc(C)n1,NC(=O)C1CCCN1,COc1ccc(-c2cc(-c3ccc(OC)cc3)[o+]c(-c3ccc(OC)cc3)c2)cc1.F[B-](F)(F)F,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,14.09000015258789
C#CCCCCC=O,O=C(CBr)c1ccc(O)cc1,Cc1cccc(C)n1,O=C(O)[C@@H]1Cc2ccccc2N1,Cc1ccc(-c2cc(-c3ccc(C)cc3)[o+]c(-c3ccc(C)cc3)c2)cc1.F[B-](F)(F)F,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,26.899999618530273
C#CCCCCC=O,O=C(CBr)c1ccc(F)cc1,Cc1cccc(C)n1,C[C@@H]1[NH2+][C@@H](C(C)(C)C)N(C)C1=O.O=S(=O)([O-])C(F)(F)F,Cc1ccc(-c2cc(-c3ccc(C)cc3)[o+]c(-c3ccc(C)cc3)c2)cc1.F[B-](F)(F)F,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,-65.76000213623047
C#CCCCCC=O,O=C(CBr)c1ccc(C(F)(F)F)cc1,Cc1cccc(C)n1,C[Si](C)(C)OC(c1ccccc1)(c1ccccc1)[C@@H]1CCCN1,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.[Ru+2].c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,-46.81999969482422
C#CCCCCC=O,O=C(CBr)c1ccc(Br)cc1,Cc1cccc(C)n1,NC(=O)C1CCCN1,O.O.O.O.O.O.[Cl][Ru][Cl].c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,21.6299991607666
C#CCCCCC=O,O=C(CBr)c1ccc(C(F)(F)F)cc1,Cc1cccc(C)n1,O=C(O)[C@H]1CCCN1,CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3ccc(=[N+](CC)CC)cc-3oc2c1.[Cl-],CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,4.329999923706055
C#CCCCCC=O,O=C(CBr)c1ccc(O)cc1,Cc1cccc(C)n1,CN1C(=O)[C@H](Cc2ccccc2)N[C@@H]1C(C)(C)C,CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3ccc(=[N+](CC)CC)cc-3oc2c1.[Cl-],CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,-20.81999969482422
C#CCCCCC=O,O=C(CBr)c1ccc(C(F)(F)F)cc1,Cc1cccc(C)n1,O=C(O)C1CSCN1,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1.[Cl-],CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,26.0
C#CCCCCC=O,O=C(CBr)c1ccc(C(F)(F)F)cc1,Cc1cccc(C)n1,O=C(O)C1CSCN1,COc1ccc(-c2cc(-c3ccc(OC)cc3)[o+]c(-c3ccc(OC)cc3)c2)cc1.F[B-](F)(F)F,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,-4.139999866485596
C#CCCCCC=O,O=C(CBr)c1ccc(-c2ccccc2)cc1,Cc1cccc(C)n1,C[C@@H]1[NH2+][C@@H](C(C)(C)C)N(C)C1=O.O=S(=O)([O-])C(F)(F)F,O=C(O)c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c(O)c(Br)cc12.[Na].[Na],CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,-59.06999969482422
C#CCCCCC=O,O=C(CBr)c1ccc(O)cc1,Cc1cccc(C)n1,O=C(O)[C@H]1CCCN1,F[P-](F)(F)(F)(F)F.[Ir+3].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1.c1ccc(-c2ccccn2)nc1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,-5.989999771118164
C#CCCCCC=O,O=C(CBr)c1ccc(OC(F)(F)F)cc1,Cc1cccc(C)n1,C[Si](C)(C)OC(c1ccccc1)(c1ccccc1)[C@@H]1CCCN1,[Ir+3].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,-45.599998474121094
C#CCCCCC=O,O=C(CBr)c1ccc(F)cc1,Cc1cccc(C)n1,O=C(O)[C@@H]1Cc2ccccc2N1,O.O.O.O.O.O.[Cl][Ru][Cl].c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,50.5
C#CCCCCC=O,O=C(CBr)c1ccc(OC(F)(F)F)cc1,Cc1cccc(C)n1,O=C(O)[C@@H]1Cc2ccccc2N1,Fc1cc(F)c(-c2ccccn2)[c]([Ir][c]2cc(F)cc(F)c2-c2ccccn2)c1.Fc1ccc(-c2ccccn2)c(F)c1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,38.959999084472656
C#CCCCCC=O,O=C(CBr)c1ccc(O)cc1,Cc1cccc(C)n1,C1COCCN1,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1.[Cl-],CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,1.25
C#CCCCCC=O,COc1ccc(C(=O)CBr)cc1,Cc1cccc(C)n1,NC(=O)C1CCCN1,F[P-](F)(F)(F)(F)F.[Ir+3].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1.c1ccc(-c2ccccn2)nc1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,32.790000915527344
C#CCCCCC=O,O=C(CBr)c1ccc(F)cc1,Cc1cccc(C)n1,O=C(O)[C@@H]1Cc2ccccc2N1,Cc1ccc(-c2cc(-c3ccc(C)cc3)[o+]c(-c3ccc(C)cc3)c2)cc1.F[B-](F)(F)F,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,70.31999969482422
C#CCCCCC=O,O=C(CBr)c1ccc(Cl)cc1,Cc1cccc(C)n1,CN1C(=O)[C@H](Cc2ccccc2)N[C@@H]1C(C)(C)C,[Ir+3].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,-27.530000686645508
C#CCCCCC=O,O=C(CBr)c1ccccc1,Cc1cccc(C)n1,O=C(O)[C@@H]1C[C@@H]2CCCC[C@@H]2N1,Cc1cc(C)c(-c2c3ccccc3[n+](C)c3ccccc23)c(C)c1.[O-][Cl+3]([O-])([O-])[O-],CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,7.440000057220459
C#CCCCCC=O,O=C(CBr)c1ccc(O)cc1,Cc1cccc(C)n1,NC(=O)C1CCCN1,,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,22.6299991607666
C#CCCCCC=O,O=C(CBr)c1ccc(Br)cc1,Cc1cccc(C)n1,C[Si](C)(C)OC(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)[C@H]1CCCN1,COc1ccc(-c2cc(-c3ccc(OC)cc3)[o+]c(-c3ccc(OC)cc3)c2)cc1.F[B-](F)(F)F,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,48.04999923706055
C#CCCCCC=O,O=C(CBr)c1ccc(Cl)cc1,Cc1cccc(C)n1,C[Si](C)(C)OC(c1ccccc1)(c1ccccc1)[C@@H]1CCCN1,COc1ccc(-c2cc(-c3ccc(OC)cc3)[o+]c(-c3ccc(OC)cc3)c2)cc1.F[B-](F)(F)F,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,-52.56999969482422
C#CCCCCC=O,O=C(CBr)c1ccc(Br)cc1,Cc1cccc(C)n1,C[Si](C)(C)OC(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)[C@H]1CCCN1,Cc1cc(C)c(-c2c3ccccc3[n+](C)c3ccccc23)c(C)c1.[O-][Cl+3]([O-])([O-])[O-],CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,53.369998931884766
C#CCCCCC=O,O=C(CBr)c1ccc(O)cc1,Cc1cccc(C)n1,C[Si](C)(C)OC(c1ccccc1)(c1ccccc1)[C@@H]1CCCN1,O=C(O)c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c(O)c(Br)cc12.[Na].[Na],CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,-40.630001068115234
C#CCCCCC=O,O=C(CBr)c1ccc(Cl)cc1,Cc1cccc(C)n1,O=C(O)[C@@H]1Cc2ccccc2N1,F[P-](F)(F)(F)(F)F.[Ir+3].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1.c1ccc(-c2ccccn2)nc1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,48.4900016784668
C#CCCCCC=O,O=C(CBr)c1ccc(-c2ccccc2)cc1,Cc1cccc(C)n1,O=C(O)[C@H]1CCCN1,F[P-](F)(F)(F)(F)F.[Ir+3].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1.c1ccc(-c2ccccn2)nc1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,-20.329999923706055
C#CCCCCC=O,O=C(CBr)c1ccc(-c2ccccc2)cc1,Cc1cccc(C)n1,C1COCCN1,O.O.O.O.O.O.[Cl][Ru][Cl].c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,-0.3400000035762787
C#CCCCCC=O,O=C(CBr)c1ccc(Cl)cc1,Cc1cccc(C)n1,C[Si](C)(C)OC(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)[C@H]1CCCN1,O.O.O.O.O.O.[Cl][Ru][Cl].c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,64.66000366210938
C#CCCCCC=O,O=C(CBr)c1ccc(-c2ccccc2)cc1,Cc1cccc(C)n1,O=C(O)[C@@H]1C[C@@H]2CCCC[C@@H]2N1,CCCC(=O)OCC(OC(=O)CCC)C(OC(=O)CCC)C(Cn1c2nc(=O)[nH]c(=O)c-2nc2cc(C)c(C)cc21)OC(=O)CCC,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,15.609999656677246
C#CCCCCC=O,Cc1ccc(C(=O)CBr)cc1,Cc1cccc(C)n1,C[Si](C)(C)OC(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)[C@H]1CCCN1,[Ir+3].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,65.11000061035156
C#CCCCCC=O,O=C(CBr)c1ccc(Br)cc1,Cc1cccc(C)n1,C1COCCN1,,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,-2.4000000953674316
C#CCCCCC=O,O=C(CBr)c1ccc(C(F)(F)F)cc1,Cc1cccc(C)n1,O=C(O)[C@H]1CCCCN1,Fc1cc(F)c(-c2ccccn2)[c]([Ir][c]2cc(F)cc(F)c2-c2ccccn2)c1.Fc1ccc(-c2ccccn2)c(F)c1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,8.529999732971191
C#CCCCCC=O,O=C(CBr)c1ccc(-c2ccccc2)cc1,Cc1cccc(C)n1,C[Si](C)(C)OC(c1ccccc1)(c1ccccc1)[C@@H]1CCCN1,,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,-46.189998626708984
C#CCCCCC=O,O=C(CBr)c1ccc(O)cc1,Cc1cccc(C)n1,O=C(O)[C@@H]1C[C@@H]2CCCC[C@@H]2N1,CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3ccc(=[N+](CC)CC)cc-3oc2c1.[Cl-],CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,-9.470000267028809
C#CCCCCC=O,O=C(CBr)c1ccc(C(F)(F)F)cc1,Cc1cccc(C)n1,C1COCCN1,O.O.O.O.O.O.[Cl][Ru][Cl].c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,-3.2300000190734863
C#CCCCCC=O,O=C(CBr)c1ccc(Br)cc1,Cc1cccc(C)n1,C[Si](C)(C)OC(c1ccccc1)(c1ccccc1)[C@@H]1CCCN1,CCCC(=O)OCC(OC(=O)CCC)C(OC(=O)CCC)C(Cn1c2nc(=O)[nH]c(=O)c-2nc2cc(C)c(C)cc21)OC(=O)CCC,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,-35.79999923706055
C#CCCCCC=O,O=C(CBr)c1ccc(F)cc1,Cc1cccc(C)n1,O=C(O)[C@H]1CCCN1,Cc1cc(C)c(-c2c3ccccc3[n+](C)c3ccccc23)c(C)c1.[O-][Cl+3]([O-])([O-])[O-],CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,9.6899995803833
C#CCCCCC=O,COc1ccc(C(=O)CBr)cc1,Cc1cccc(C)n1,O=C(O)[C@H]1CCCCN1,[Ir+3].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,11.270000457763672
C#CCCCCC=O,O=C(CBr)c1ccc(OC(F)(F)F)cc1,Cc1cccc(C)n1,C[Si](C)(C)OC(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)[C@H]1CCCN1,CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3ccc(=[N+](CC)CC)cc-3oc2c1.[Cl-],CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,62.61000061035156
C#CCCCCC=O,O=C(CBr)c1ccccc1,Cc1cccc(C)n1,O=C(O)[C@@H]1Cc2ccccc2N1,COc1ccc(-c2cc(-c3ccc(OC)cc3)[o+]c(-c3ccc(OC)cc3)c2)cc1.F[B-](F)(F)F,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,66.33000183105469
C#CCCCCC=O,O=C(CBr)c1ccc(O)cc1,Cc1cccc(C)n1,CN1C(=O)[C@H](Cc2ccccc2)N[C@@H]1C(C)(C)C,O=C(O)c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c(O)c(Br)cc12.[Na].[Na],CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,-13.90999984741211
C#CCCCCC=O,COc1ccc(C(=O)CBr)cc1,Cc1cccc(C)n1,O=C(O)C1CSCN1,F[P-](F)(F)(F)(F)F.[Ir+3].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1.c1ccc(-c2ccccn2)nc1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,9.470000267028809
C#CCCCCC=O,O=C(CBr)c1ccc(Cl)cc1,Cc1cccc(C)n1,C1COCCN1,,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,-4.329999923706055
C#CCCCCC=O,Cc1ccc(C(=O)CBr)cc1,Cc1cccc(C)n1,O=C(O)[C@H]1CCCN1,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1.[Cl-],CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,11.640000343322754
C#CCCCCC=O,O=C(CBr)c1ccccc1,Cc1cccc(C)n1,O=C(O)[C@@H]1Cc2ccccc2N1,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1.[Cl-],CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,64.69000244140625
C#CCCCCC=O,COc1ccc(C(=O)CBr)cc1,Cc1cccc(C)n1,O=C(O)C1CSCN1,[Ir+3].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,3.5899999141693115
C#CCCCCC=O,O=C(CBr)c1ccc(Cl)cc1,Cc1cccc(C)n1,C[C@@H]1[NH2+][C@@H](C(C)(C)C)N(C)C1=O.O=S(=O)([O-])C(F)(F)F,Cc1ccc(-c2cc(-c3ccc(C)cc3)[o+]c(-c3ccc(C)cc3)c2)cc1.F[B-](F)(F)F,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,-47.459999084472656
