reactant-1,reagent-1,reagent-2,reagent-3,reagent-4,reagent-5,catalyst-1,catalyst-2,solvent-1,solvent-2,product,temperature_c,reaction_time_s,yield_percent
COc1cccc(OC)c1,CC1(C)OBOC1(C)C,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,CC(=O)OC(C)C,,COc1cc(OC)cc(B2OC(C)(C)C(C)(C)O2)c1,80.0,28800.0,27.0
Cc1cc[nH]n1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,Cc1n[nH]cc1B1OC(C)(C)C(C)(C)O1,80.0,75600.0,38.0
CCN(CC)P(=O)(c1ccccc1)N(CC)CC,O=C(Nc1ccccc1-c1ccc(-c2ccccn2)nc1)NC1CCCCC1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,Cc1ccc(C)cc1,,CCN(CC)P(=O)(c1cccc(B2OC(C)(C)C(C)(C)O2)c1)N(CC)CC,40.0,21600.0,45.0
CCOC(=O)c1cc2cc(Cl)ccc2[nH]1,CC1(C)OBOC1(C)C,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,CCCCCC,,CCOC(=O)c1cc2cc(Cl)cc(B3OC(C)(C)C(C)(C)O3)c2[nH]1,60.0,21600.0,83.0
CN(C)c1ccccc1,B1Oc2ccccc2O1,CCN(CC)CC,CC(C)(O)C(C)(C)O,,,CCOCC.FB(F)F,,Cc1ccccc1,,CN(C)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1,100.0,86400.0,0.0
O=P(c1ccccc1Cl)(C1CCCCC1)C1CCCCC1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,Cc1ccc(C)cc1,,CC1(C)OB(c2ccc(Cl)c(P(=O)(C3CCCCC3)C3CCCCC3)c2)OC1(C)C,25.0,57600.0,12.0
COc1cccc(OC)c1,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,CC1(C)OBOC1(C)C,,,,,,CN1CCCC1=O,,COc1cc(OC)cc(B2OC(C)(C)C(C)(C)O2)c1,80.0,28800.0,54.0
c1ccc2[nH]ccc2c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,,Cc1cc(C)c(-n2ccn(-c3c(C)cc(C)cc3C)[c]2=[Ni]=[c]2n(-c3c(C)cc(C)cc3C)ccn2-c2c(C)cc(C)cc2C)c(C)c1,,CCOCC,,CC1(C)OB(c2c[nH]c3ccccc23)OC1(C)C,60.0,14400.0,73.0
CCCCCC(=O)N(Cc1ccccc1)Cc1ccccc1,Cc1cccc(C)n1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,CC(C)[Si](Oc1ccc2ccccc2c1-c1c(Op2oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)ccc2ccccc12)(C(C)C)C(C)C,O=C(Nc1ccccc1-c1cccnc1)NC1CCCCC1,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,COC1CCCC1,Cc1ccccc1,CCC(CCC(=O)N(Cc1ccccc1)Cc1ccccc1)B1OC(C)(C)C(C)(C)O1,60.0,172800.0,51.0
Cc1cccc(Br)c1,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,C1=CCCC=CCC1.C1=CCCC=CCC1.[Cl-].[Cl-].[Ir].[Ir],,C1CCOC1,,Cc1cc(Br)cc(B2OC(C)(C)C(C)(C)O2)c1,25.0,14400.0,0.0
O=C(Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F)c1cccc(Cl)c1,O=C(C=Cc1ccc(C(F)(F)F)cc1)C=Cc1ccc(C(F)(F)F)cc1,O=S(=O)(O)OOS(=O)(=O)O.[K],Cc1ccc(S(=O)(=O)O)cc1.[Na],CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,CC(=O)O.[Pd],,CC#N,,CC1(C)OB(c2ccc(Cl)cc2C(=O)Nc2c(F)c(F)c(C(F)(F)F)c(F)c2F)OC1(C)C,80.0,86400.0,81.0
Cc1cccc(N(C)C)c1,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,Cc1cc(B2OC(C)(C)C(C)(C)O2)cc(N(C)C)c1,80.0,28800.0,94.0
CCCCCC(=O)N(Cc1ccccc1)Cc1ccccc1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,Cc1cccc(C)n1,O=C(Nc1ccccc1-c1cccnc1)NC1CCCCC1,CC(C)[Si](Oc1ccc2ccccc2c1-c1c(Op2oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)ccc2ccccc12)(C(C)C)C(C)C,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,Cc1ccccc1,COC1CCCC1,CCC(CCC(=O)N(Cc1ccccc1)Cc1ccccc1)B1OC(C)(C)C(C)(C)O1,40.0,172800.0,75.0
Cc1cccc(N(C)C)c1,CC1(C)OBOC1(C)C,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C,,,,,C1CCOC1,,Cc1cc(B2OC(C)(C)C(C)(C)O2)cc(N(C)C)c1,80.0,28800.0,33.0
c1ccc2[nH]ccc2c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,,Cc1cc(C)c(-n2ccn(-c3c(C)cc(C)cc3C)[c]2=[Ni]=[c]2n(-c3c(C)cc(C)cc3C)ccn2-c2c(C)cc(C)cc2C)c(C)c1,,CC1CCCCC1,,CC1(C)OB(c2c[nH]c3ccccc23)OC1(C)C,60.0,14400.0,88.0
Cc1cccc(N(C)C)c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,Cc1cc(B2OC(C)(C)C(C)(C)O2)cc(N(C)C)c1,80.0,28800.0,72.0
CC(C)N(C(=O)c1ccco1)C(C)C,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,O=c1ccc2cccc(-c3ccc(-c4ccccn4)nc3)c2[nH]1,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],CC(C)(C)O.[K],C1CCOC1,,CC(C)N(C(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)o1)C(C)C,80.0,43200.0,97.0
CCCCCCCCCCCCCCCCO,Cc1ccc2ccc3cccnc3c2n1,CC1(C)OBOC1(C)C,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCCCCCC1,,CC1(C)OB(CCCCCCCCCCCCCCCCO)OC1(C)C,100.0,72000.0,52.0
Cc1nc2c(C)cccc2[nH]1,Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,Cc1nc2c(C)cc(B3OC(C)(C)C(C)(C)O3)cc2[nH]1,80.0,172800.0,52.0
COc1cccc(OC)c1,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,CC1(C)OBOC1(C)C,,,,,,CCN(C(C)C)C(C)C,,COc1cc(OC)cc(B2OC(C)(C)C(C)(C)O2)c1,80.0,28800.0,35.0
Cc1cccc(Br)c1,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,CC1(C)OBOC1(C)C,,,,,,CCCCCC,,Cc1cc(Br)cc(B2OC(C)(C)C(C)(C)O2)c1,25.0,14400.0,37.0
CCN(CC)P(=O)(c1ccccc1)N(CC)CC,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,Cc1ccc(C)cc1,,CCN(CC)P(=O)(c1cccc(B2OC(C)(C)C(C)(C)O2)c1)N(CC)CC,40.0,21600.0,34.0
O=C(Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F)c1ccccc1,Cc1ccc(S(=O)(=O)O)cc1.[Na],O=S(=O)(O)OOS(=O)(=O)O.[K],CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,,CC#N,,CC1(C)OB(c2ccccc2C(=O)Nc2c(F)c(F)c(C(F)(F)F)c(F)c2F)OC1(C)C,80.0,43200.0,0.0
Cc1ccc2cc(Cl)ccc2n1,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,COC(C)(C)C,,Cc1cc(B2OC(C)(C)C(C)(C)O2)c2cc(Cl)ccc2n1,100.0,5400.0,79.0
Cc1cccc(Br)c1,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,CC1(C)OBOC1(C)C,,,C1=CCCC=CCC1.C1=CCCC=CCC1.[Cl-].[Cl-].[Ir].[Ir],,C1CCOC1,,Cc1cc(Br)cc(B2OC(C)(C)C(C)(C)O2)c1,25.0,14400.0,10.0
c1ccc(-c2nccc3ccccc23)cc1,CC1(C)OBOC1(C)C,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,C(=NN(Cc1ccccc1)Cc1ccccc1)c1ccccn1,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,CC1(C)OB(c2ccccc2-c2nccc3ccccc23)OC1(C)C,50.0,25200.0,78.0
Cc1ccc2ccc([Si](C)(C)C)cc2n1,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,COC(C)(C)C,,Cc1cc(B2OC(C)(C)C(C)(C)O2)c2ccc([Si](C)(C)C)cc2n1,25.0,259200.0,68.0
Cc1cccc(N(C)C)c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,Cc1cc(B2OC(C)(C)C(C)(C)O2)cc(N(C)C)c1,80.0,28800.0,57.0
CCCCCC(=O)N(Cc1ccccc1)Cc1ccccc1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,Cc1cccc(C)n1,O=C(Nc1ccccc1-c1cccnc1)NC1CCCCC1,CC(C)[Si](Oc1ccc2ccccc2c1-c1c(Op2oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)ccc2ccccc12)(C(C)C)C(C)C,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,COC1CCCC1,Cc1ccccc1,CCC(CCC(=O)N(Cc1ccccc1)Cc1ccccc1)B1OC(C)(C)C(C)(C)O1,80.0,172800.0,38.0
Cc1cccc(Br)c1,CC1(C)OBOC1(C)C,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,,,,,,CN1CCCC1=O,,Cc1cc(Br)cc(B2OC(C)(C)C(C)(C)O2)c1,25.0,14400.0,49.0
CCCCCCN(CCCCCC)C(=O)c1ccc[nH]1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,O=C(Nc1ccccc1-c1ccc(-c2ccccn2)nc1)NC1CCCCC1,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,Cc1ccc(C)cc1,,CCCCCCN(CCCCCC)C(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)[nH]1,25.0,57600.0,94.0
CC(=O)N(C)c1ccccc1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,O=c1ccc2cccc(-c3ccc(-c4ccccn4)nc3)c2[nH]1,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],CC(C)(C)O.[K],C1CCOC1,,CC(=O)N(C)c1cccc(B2OC(C)(C)C(C)(C)O2)c1,80.0,43200.0,89.0
O=C(NC1CC1)C(F)(F)F,CC1(C)OBOC1(C)C,Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCCCC1,,CC1(C)OB(C2CC2NC(=O)C(F)(F)F)OC1(C)C,80.0,64800.0,12.0
CN(C(=O)OC(C)(C)C)c1ccccc1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,O=c1ccc2cccc(-c3ccc(-c4ccccn4)nc3)c2[nH]1,,,,CC(C)(C)O.[K],C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],C1CCOC1,,CN(C(=O)OC(C)(C)C)c1cccc(B2OC(C)(C)C(C)(C)O2)c1,80.0,43200.0,91.0
Cc1cccc(Br)c1,CC1(C)OBOC1(C)C,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,CCN(C(C)C)C(C)C,,Cc1cc(Br)cc(B2OC(C)(C)C(C)(C)O2)c1,25.0,14400.0,29.0
c1cn[nH]c1,Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,CC1(C)OB(c2cn[nH]c2)OC1(C)C,80.0,75600.0,56.0
O=P(c1ccccc1)(C1CCCCC1)C1CCCCC1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,O=C(Nc1ccccc1-c1ccc(-c2ccccn2)nc1)NC1CCCCC1,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,Cc1ccc(C)cc1,,CC1(C)OB(c2cccc(P(=O)(C3CCCCC3)C3CCCCC3)c2)OC1(C)C,40.0,21600.0,43.0
COC(=O)c1ccc(C=O)cc1,CC1(C)OBOC1(C)C,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,Nc1cccc2cccnc12,CC(C)(C)N,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,COC(=O)c1ccc(C=O)c(B2OC(C)(C)C(C)(C)O2)c1,90.0,43200.0,74.0
Cc1cccc(Br)c1,CC1(C)OBOC1(C)C,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,CC1CCCO1,,Cc1cc(Br)cc(B2OC(C)(C)C(C)(C)O2)c1,25.0,14400.0,37.0
c1ccc2[nH]ccc2c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,,Cc1cc(C)c(-n2ccn(-c3c(C)cc(C)cc3C)[c]2=[Ni]=[c]2n(-c3c(C)cc(C)cc3C)ccn2-c2c(C)cc(C)cc2C)c(C)c1,,CCCCCC,,CC1(C)OB(c2c[nH]c3ccccc23)OC1(C)C,40.0,14400.0,36.0
COC(=O)c1cc2c(OC)cccc2[nH]1,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,CC1(C)OBOC1(C)C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,CCCCCC,,COC(=O)c1cc2c(OC)ccc(B3OC(C)(C)C(C)(C)O3)c2[nH]1,60.0,28800.0,79.0
CNC(=O)c1ccc(C(C)(C)C)cc1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,c1ccc(-c2ccccn2)nc1,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,CNC(=O)c1ccc(C(C)(C)C)cc1B1OC(C)(C)C(C)(C)O1,60.0,345600.0,0.0
CSc1ccccc1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,CC1CCOB(c2ccccc2-c2ccc(-c3ccccn3)nc2)O1,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,Cc1ccc(C)cc1,,CSc1ccccc1B1OC(C)(C)C(C)(C)O1,55.0,86400.0,64.0
CC(C)[Si](C(C)C)(C(C)C)n1cccc1,CCN(CC)CC,CC(C)(O)C(C)(C)O,C1=CC2C=CC1C2,B1Oc2ccccc2O1,,Fc1c(F)c(F)c(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,,Cc1ccccc1,,CC(C)[Si](C(C)C)(C(C)C)n1ccc(B2OC(C)(C)C(C)(C)O2)c1,25.0,172800.0,45.0
Cc1cc2c(Cl)ccnc2[nH]1,Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,Cc1cc2c(Cl)c(B3OC(C)(C)C(C)(C)O3)cnc2[nH]1,80.0,68400.0,64.0
CC(C)(C)OC(=O)n1ccc2cccnc21,Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,CC(C)(C)OC(=O)n1cc(B2OC(C)(C)C(C)(C)O2)c2cccnc21,25.0,79200.0,70.0
Cc1cccc(N(C)C)c1,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,Cc1cc(B2OC(C)(C)C(C)(C)O2)cc(N(C)C)c1,80.0,28800.0,58.0
CSc1ccc(-c2ccccc2)cc1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,FC(F)(F)C1COB(c2ccccc2-c2ccc(-c3ccccn3)nc2)O1,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,Cc1ccc(C)cc1,,CSc1ccc(-c2ccccc2)cc1B1OC(C)(C)C(C)(C)O1,55.0,86400.0,86.0
CCCCCC(=O)N(Cc1ccccc1)Cc1ccccc1,CC(C)[Si](Oc1ccc2ccccc2c1-c1c(Op2oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)ccc2ccccc12)(C(C)C)C(C)C,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,O=C(Nc1ccccc1-c1cccnc1)NC1CCCCC1,Cc1cccc(C)n1,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,Cc1ccccc1,COC1CCCC1,CCC(CCC(=O)N(Cc1ccccc1)Cc1ccccc1)B1OC(C)(C)C(C)(C)O1,25.0,172800.0,39.0
O=C(NC1CC1)C1CCCCC1,CC1(C)OBOC1(C)C,Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCCCC1,,CC1(C)OB(C2CC2NC(=O)C2CCCCC2)OC1(C)C,80.0,64800.0,3.0
Brc1cnc2[nH]ccc2c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,CC1(C)OB(c2c[nH]c3ncc(Br)cc23)OC1(C)C,80.0,86400.0,57.0
Cc1cccc(N(C)C)c1,c1ccc(P(CCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,,,C1=CCCC=CCC1.C1=CCCC=CCC1.[Cl-].[Cl-].[Ir].[Ir],,C1CCOC1,,Cc1cc(B2OC(C)(C)C(C)(C)O2)cc(N(C)C)c1,80.0,28800.0,0.0
Cc1cccc(C(=O)N(C(C)C)C(C)C)c1C,O=c1ccc2cccc(-c3ccc(-c4ccccn4)nc3)c2[nH]1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,CC(C)(C)O.[K],C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],C1CCOC1,,Cc1cc(B2OC(C)(C)C(C)(C)O2)cc(C(=O)N(C(C)C)C(C)C)c1C,80.0,43200.0,81.0
CSc1ccccc1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,CN(C)C(=O)C1OB(c2ccccc2-c2ccc(-c3ccccn3)nc2)OC1C(=O)N(C)C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,Cc1ccc(C)cc1,,CSc1ccccc1B1OC(C)(C)C(C)(C)O1,55.0,86400.0,0.0
Fc1cccc(-c2ccc3ccccc3c2)c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,CC1(C)OB(c2ccc(-c3ccc4ccccc4c3)cc2F)OC1(C)C,50.0,86400.0,35.0
Cc1cccc(N(C)C)c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,Cc1cc(B2OC(C)(C)C(C)(C)O2)cc(N(C)C)c1,80.0,28800.0,50.0
O=C(NCc1ccccc1)c1ccccc1,c1ccc(-c2ccccn2)nc1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,CC1(C)OB(c2ccccc2C(=O)NCc2ccccc2)OC1(C)C,60.0,345600.0,0.0
O=Cc1ccc(O)cc1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,CC1(C)OBOC1(C)C,CN,Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,CC1(C)OB(c2cc(C=O)ccc2O)OC1(C)C,90.0,43200.0,79.0
O=C(Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F)c1ccccc1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,Cc1ccc(S(=O)(=O)O)cc1.[Na],,,,CC(=O)O.[Pd],,CC#N,,CC1(C)OB(c2ccccc2C(=O)Nc2c(F)c(F)c(C(F)(F)F)c(F)c2F)OC1(C)C,80.0,43200.0,12.0
CCC(C)(Cc1ccccc1)C(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,CC(=O)O,O=C(O)O.[K],COc1cc(OC)c2ccccc2n1,CC[N+](CC)(CC)CC.F[B-](F)(F)F,CC(=O)O.[Pd],,CC#N,,CCC(CB1OC(C)(C)C(C)(C)O1)(Cc1ccccc1)C(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,80.0,54000.0,65.0
CC(C)(C)OC(=O)C1CC1,Cc1ccc2ccc3cccnc3c2n1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCCCCCC1,,CC(C)(C)OC(=O)C1CC1B1OC(C)(C)C(C)(C)O1,100.0,72000.0,53.0
Cc1cccc2c1N(C)CCC2,CCN(CC)CC,B1Oc2ccccc2O1,CC(C)(O)C(C)(C)O,,,Fc1c(F)c(F)c(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,,Cc1ccccc1,,Cc1cc(B2OC(C)(C)C(C)(C)O2)cc2c1N(C)CCC2,120.0,172800.0,75.0
Cc1cccc(Br)c1,CC1(C)OBOC1(C)C,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,,,,,,CCN(CC)CC,,Cc1cc(Br)cc(B2OC(C)(C)C(C)(C)O2)c1,25.0,14400.0,54.0
